timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix)
1478106838.07,-1.574231,0.636649,-0.729961,-0.712740,1.544294,2.119329,-0.804088,-0.594504,0.002762,0.984645,-1.992547,-0.798446,-39.367813,-7.134314,-9.135056,,,,,,
1478106838.09,-1.539294,0.630535,-0.753863,-1.001652,0.259044,-0.353529,-0.807311,-0.589577,-0.025441,1.792983,0.157601,-0.744518,-39.304729,-2.118509,-11.611300,,,,,,
1478106838.11,-1.547406,0.632339,-0.769060,-0.387950,-1.294878,0.248128,-0.806426,-0.591033,-0.018866,2.090774,0.414566,-0.816873,-39.289902,-2.133181,-11.658691,,,,,,
1478106838.13,-1.593688,0.643815,-0.776275,-0.334361,-2.978143,-1.283361,-0.799602,-0.600251,0.018308,2.364650,0.690247,-0.268658,-39.289902,-2.133181,-11.658691,,,,,,
1478106838.15,-1.640700,0.673195,-0.786070,-0.562837,-2.843378,-1.281597,-0.779924,-0.623487,0.054608,1.254900,0.439283,0.003284,-40.096535,-3.004841,-8.210431,,,,,,
1478106838.17,-1.678725,0.700159,-0.798773,-0.627902,-1.545702,-1.435897,-0.760290,-0.644339,0.082377,0.704931,0.261084,0.584096,-40.398106,-3.957418,-6.041863,,,,,,
1478106838.19,-1.671498,0.744742,-0.816221,-1.181361,0.557602,-2.802368,-0.731538,-0.677782,0.073917,0.351105,0.558718,0.962002,-40.398106,-3.957418,-6.041863,,,,,,
1478106838.21,-1.625346,0.830428,-0.849409,-1.498635,1.315367,-4.880529,-0.673557,-0.738220,0.036779,-0.182080,0.500198,0.513209,-39.935265,-7.513660,-5.735126,,,,,,
1478106838.23,-1.579091,0.946199,-0.874125,-0.548228,1.351247,-6.413225,-0.584751,-0.811198,0.004850,-0.460339,0.388454,0.289278,-39.935265,-7.513660,-5.735126,,,,,,
1478106838.25,-1.561602,1.095736,-0.866920,0.608031,0.933732,-7.892394,-0.457373,-0.889265,-0.004206,0.272818,0.672102,-0.010870,-37.955208,-13.608578,-7.640748,,,,,,
1478106838.27,-1.612915,1.253698,-0.807025,1.226679,-0.114803,-7.695508,-0.311534,-0.950144,0.013129,0.324840,0.497950,-0.057181,-33.625950,-21.968178,-8.418239,,,,,,
1478106838.29,-1.807592,1.385067,-0.615622,1.600283,-0.697759,-6.216035,-0.179510,-0.982802,0.043320,-0.015421,-0.089845,-0.247361,-29.974453,-26.953232,-7.695941,,,,,,
,,,,,,,,,,,,,,,,37.352988,-122.034854,52.068939,1.880000,348.046875,1478106838.00
1478106838.31,-2.418668,1.464250,-0.023900,1.646823,-1.477441,-5.017418,-0.070356,-0.994329,0.079745,-0.562793,-0.687678,-0.313113,-29.974453,-26.953232,-7.695941,,,,,,
1478106838.33,2.953412,1.466428,0.867889,0.558285,-0.918812,-4.050618,0.019489,-0.994559,0.102340,-1.371463,-1.272882,0.241029,-25.061649,-32.045662,-5.400120,,,,,,
1478106838.35,2.338697,1.442612,1.473665,-1.181936,-0.479068,-3.327930,0.091960,-0.991796,0.088796,-2.019206,-0.936763,0.528025,-20.983555,-35.037445,-4.029893,,,,,,
1478106838.37,2.015941,1.413638,1.802030,-0.865490,0.470079,-1.857899,0.141260,-0.987676,0.067392,-2.149774,-0.548121,-0.043711,-20.983555,-35.037445,-4.029893,,,,,,
1478106838.39,1.935215,1.393550,1.907758,-0.138264,1.502393,-1.006078,0.164741,-0.984333,0.062841,-2.172065,-0.309322,-0.437307,-17.980101,-36.532166,-5.127285,,,,,,
1478106838.41,1.970979,1.381328,1.912418,0.326663,2.388454,-0.262371,0.173456,-0.982105,0.073373,-1.945490,0.006809,-0.156564,-16.522297,-37.065109,-6.112557,,,,,,
1478106838.43,2.065183,1.382072,1.865965,0.388245,2.177402,0.411103,0.165142,-0.982244,0.089018,-1.410595,-0.062983,0.059710,-16.522297,-37.065109,-6.112557,,,,,,
1478106838.45,2.151111,1.386652,1.810504,0.232302,1.231922,0.452155,0.153129,-0.983093,0.100394,-0.682930,0.009964,0.109826,-16.084332,-37.123966,-6.875870,,,,,,
1478106838.47,2.229781,1.382105,1.749181,0.976409,0.781319,-0.145482,0.148299,-0.982250,0.114854,-0.408949,0.037380,0.302901,-16.238979,-36.998474,-7.181973,,,,,,
1478106838.49,2.193349,1.351149,1.798069,-0.071220,0.568622,-2.532033,0.177008,-0.975974,0.127051,0.411905,-0.296517,0.422525,-16.238979,-36.998474,-7.181973,,,,,,
1478106838.51,2.117793,1.312469,1.903271,0.224105,1.761994,-1.162014,0.218189,-0.966819,0.132873,0.183407,-1.476037,0.442597,-13.783484,-38.018570,-6.983987,,,,,,
1478106838.53,2.144296,1.318227,1.882420,-0.345917,0.098217,0.884538,0.209911,-0.968274,0.135585,0.518665,-0.201801,0.758976,-12.980450,-38.275623,-7.117356,,,,,,
1478106838.55,2.135653,1.348199,1.907211,-1.395080,0.482379,1.105491,0.186471,-0.975327,0.118173,0.176581,0.382020,0.182913,-12.980450,-38.275623,-7.117356,,,,,,
1478106838.57,2.069684,1.381494,1.979714,-1.420105,0.274682,0.994581,0.165239,-0.982136,0.090032,-0.105912,0.087955,-0.302358,-13.994520,-37.702511,-8.175949,,,,,,
1478106838.59,2.017111,1.403514,2.038164,-0.597099,0.218849,0.543157,0.150193,-0.986041,0.071870,-0.232713,0.037631,-0.508287,-15.038219,-36.894760,-9.838740,,,,,,
1478106838.61,2.041819,1.405827,2.015627,0.493960,0.047059,0.045290,0.146339,-0.986423,0.074524,-0.095985,0.212162,-0.417129,-15.349380,-36.672600,-10.182788,,,,,,
1478106838.63,2.130079,1.397708,1.924813,1.001181,-0.153458,0.062112,0.145984,-0.985058,0.091379,0.007168,0.001140,-0.122293,-15.349380,-36.672600,-10.182788,,,,,,
1478106838.65,2.202212,1.392399,1.848807,0.373986,-0.040080,0.205954,0.143239,-0.984129,0.104748,0.059459,-0.067430,0.351779,-15.414820,-36.892471,-9.246680,,,,,,
1478106838.67,2.207543,1.399281,1.843837,-0.333031,0.087398,0.349660,0.137229,-0.985327,0.101481,0.065026,-0.183710,0.260931,-15.681327,-36.854149,-8.946485,,,,,,
1478106838.69,2.208831,1.408799,1.844114,-0.308658,0.061847,0.361417,0.129559,-0.986907,0.096067,0.204548,-0.197404,-0.026731,-15.681327,-36.854149,-8.946485,,,,,,
1478106838.71,2.188082,1.419327,1.863832,-0.517373,-0.208484,0.370575,0.123044,-0.988550,0.087339,0.505420,-0.343221,-0.132017,-16.064146,-36.596069,-9.318977,,,,,,
1478106838.73,2.150115,1.431523,1.893448,-0.430126,-0.521405,0.358931,0.116173,-0.990317,0.076000,0.827995,-0.839776,-0.097927,-16.536264,-36.272999,-9.746470,,,,,,
1478106838.75,2.151378,1.446618,1.865765,-0.256770,-1.815745,1.138889,0.103565,-0.992300,0.067938,1.229474,-1.738078,0.170511,-16.536264,-36.272999,-9.746470,,,,,,
1478106838.77,2.149000,1.491395,1.821761,-1.663899,-2.719052,2.568282,0.066425,-0.996849,0.043349,1.643277,-1.357704,0.492708,-17.763968,-35.773884,-9.425664,,,,,,
1478106838.79,1.131702,1.559645,2.752791,-2.463766,-5.303177,2.999923,0.010093,-0.999938,-0.004741,1.281929,-0.804963,-0.021779,-21.301617,-33.816914,-9.318233,,,,,,
1478106838.81,-0.861000,1.485918,-1.641580,-2.656996,-4.912029,4.323073,-0.064303,-0.996400,-0.055247,0.268480,-1.226851,-0.026937,-23.592243,-32.411747,-8.778206,,,,,,
1478106838.83,-1.072484,1.351277,-1.514190,-3.094952,-3.583334,6.160676,-0.191279,-0.976002,-0.104077,-0.725515,0.743413,0.633237,-23.592243,-32.411747,-8.778206,,,,,,
1478106838.85,-1.063036,1.234436,-1.563327,-3.549224,-1.401149,3.922792,-0.288413,-0.943962,-0.160479,-2.343576,-0.745201,0.359439,-30.406696,-26.416777,-7.858693,,,,,,
1478106838.87,-0.968737,1.179972,-1.692572,-3.179397,-0.976564,-0.191549,-0.313968,-0.924595,-0.215748,-1.323544,0.179799,-0.155148,-30.406696,-26.416777,-7.858693,,,,,,
1478106838.89,-0.860594,1.160835,-1.818412,-2.113340,-0.194944,-0.764879,-0.302211,-0.917136,-0.259865,-0.592000,0.328376,-0.148109,-33.014709,-22.510208,-9.353695,,,,,,
1478106838.91,-0.791912,1.142301,-1.893354,-1.683534,0.088137,-0.091706,-0.295712,-0.909592,-0.291885,-0.122592,-0.056900,0.263702,-32.727039,-22.558317,-10.209580,,,,,,
1478106838.93,-0.735605,1.111648,-1.950123,-2.143576,0.328439,0.286877,-0.297393,-0.896430,-0.328588,-0.093858,0.172889,0.462957,-32.727039,-22.558317,-10.209580,,,,,,
1478106838.95,-0.680037,1.073548,-2.003921,-2.213352,0.448701,0.259081,-0.299954,-0.878899,-0.370898,-0.063862,0.272896,0.286578,-32.667305,-21.675579,-12.132132,,,,,,
1478106838.97,-0.628019,1.041129,-2.049521,-1.817610,0.725712,-0.025722,-0.296854,-0.862975,-0.408842,-0.133780,0.390197,0.214231,-32.683857,-21.106733,-13.055399,,,,,,
1478106838.99,-0.571445,1.016672,-2.094234,-1.592047,1.015752,-0.387538,-0.284594,-0.850361,-0.442597,-0.163191,0.427556,0.282334,-32.683857,-21.106733,-13.055399,,,,,,
1478106839.01,-0.507534,0.997086,-2.142460,-1.444543,1.235992,-0.727131,-0.263791,-0.839893,-0.474336,-0.140979,0.430774,0.302034,-32.045845,-20.133101,-15.871181,,,,,,
1478106839.03,-0.439849,0.980449,-2.190944,-1.286061,1.411544,-0.815250,-0.237023,-0.830747,-0.503665,-0.056877,0.467527,0.289814,-30.967348,-20.096375,-17.925716,,,,,,
1478106839.05,-0.372175,0.965718,-2.236321,-1.146636,1.577315,-0.969468,-0.206850,-0.822458,-0.529884,-0.044814,0.510095,0.302009,-30.967348,-20.096375,-17.925716,,,,,,
1478106839.07,-0.300816,0.951574,-2.286229,-1.149572,1.511524,-1.193251,-0.171973,-0.814330,-0.554340,-0.043023,0.424391,0.276828,-29.571705,-20.233528,-20.007269,,,,,,
1478106839.09,-0.228592,0.935228,-2.337816,-1.190865,1.546545,-1.242329,-0.134522,-0.804735,-0.578192,-0.073120,0.438005,0.244315,-27.882357,-20.533232,-22.025732,,,,,,
1478106839.11,-0.160506,0.916969,-2.382577,-1.128003,1.645848,-1.088758,-0.097206,-0.793762,-0.600411,-0.076592,0.564697,0.209939,-27.882357,-20.533232,-22.025732,,,,,,
1478106839.13,-0.098605,0.898158,-2.420927,-1.078608,1.502376,-1.035430,-0.061336,-0.782181,-0.620025,-0.052830,0.493683,0.189041,-26.060669,-20.665165,-24.040895,,,,,,
1478106839.15,-0.046883,0.876541,-2.452692,-1.206722,1.260241,-0.829000,-0.029985,-0.768530,-0.639111,-0.066588,0.441901,0.207836,-25.162359,-20.670048,-24.975529,,,,,,
1478106839.17,-0.007689,0.851468,-2.474207,-1.288829,1.095703,-0.587308,-0.005066,-0.752248,-0.658860,-0.103104,0.489187,0.310288,-23.634764,-20.377066,-26.652304,,,,,,
1478106839.19,0.022866,0.826668,-2.489336,-1.200374,0.904564,-0.460401,0.015486,-0.735678,-0.677154,-0.096938,0.464301,0.392822,-23.634764,-20.377066,-26.652304,,,,,,
1478106839.21,0.042243,0.803937,-2.494644,-1.083800,0.713457,-0.052144,0.029303,-0.720093,-0.693258,-0.156241,0.439377,0.515264,-22.314690,-19.601574,-28.319696,,,,,,
1478106839.23,0.053624,0.785026,-2.492234,-0.855307,0.648252,0.053728,0.037914,-0.706844,-0.706353,-0.118068,0.326396,0.459603,-21.667999,-18.737640,-29.386576,,,,,,
1478106839.25,0.062838,0.772784,-2.489287,-0.444807,0.567626,0.183357,0.044961,-0.698131,-0.714557,-0.157448,0.223949,0.499545,-21.667999,-18.737640,-29.386576,,,,,,
1478106839.27,0.073619,0.764191,-2.474743,-0.577367,1.458097,0.469970,0.053101,-0.691953,-0.719987,-0.354843,0.164213,0.256654,-21.199621,-18.111856,-30.111607,,,,,,
1478106839.29,0.086970,0.751103,-2.465149,-0.698396,0.899713,0.315120,0.063489,-0.682446,-0.728174,-0.035718,-0.025638,0.073526,-20.520950,-17.455782,-30.957365,,,,,,
1478106839.31,0.090585,0.744793,-2.452122,-0.128709,0.436153,0.529111,0.066510,-0.677819,-0.732214,0.100971,0.133172,-0.306864,-20.520950,-17.455782,-30.957365,,,,,,
,,,,,,,,,,,,,,,,37.353007,-122.034853,52.947052,1.310000,10.195312,1478106839.00
1478106839.33,0.079104,0.743633,-2.435232,-0.182692,-0.260627,0.636465,0.058161,-0.676966,-0.733713,0.210577,-0.092016,-0.203360,-20.056292,-16.773045,-31.631985,,,,,,
1478106839.35,0.058614,0.741577,-2.417984,-0.084250,-0.440779,0.604628,0.043198,-0.675451,-0.736138,0.135574,-0.041239,-0.055244,-20.498913,-16.264935,-31.613583,,,,,,
1478106839.37,0.040531,0.740360,-2.399979,-0.155859,-0.154261,0.682242,0.029913,-0.674554,-0.737619,-0.163138,0.085153,0.385446,-20.498913,-16.264935,-31.613583,,,,,,
1478106839.39,0.036279,0.734194,-2.384750,-0.413426,0.612271,0.469936,0.026927,-0.669989,-0.741883,-0.104457,-0.083246,0.226532,-21.141813,-15.770478,-31.440229,,,,,,
1478106839.41,0.045560,0.724319,-2.373601,-0.567603,0.900490,0.367445,0.034110,-0.662626,-0.748174,0.126519,-0.090121,-0.048885,-20.938448,-15.091888,-31.905933,,,,,,
1478106839.43,0.054425,0.711432,-2.363598,-0.714630,0.573352,0.319159,0.041203,-0.652919,-0.756306,0.174404,-0.116521,-0.194393,-20.938448,-15.091888,-31.905933,,,,,,
1478106839.45,0.051765,0.695684,-2.355584,-0.835166,-0.098520,0.228214,0.039718,-0.640910,-0.766587,0.246232,-0.132222,-0.162078,-20.309523,-14.267442,-32.682343,,,,,,
1478106839.47,0.037385,0.677624,-2.350082,-0.930226,-0.802443,0.121322,0.029118,-0.626943,-0.778520,0.193279,-0.094950,0.003130,-20.445963,-13.298376,-33.004364,,,,,,
1478106839.49,0.016301,0.661252,-2.345923,-0.728489,-0.909062,0.216482,0.012864,-0.614106,-0.789119,0.098357,-0.059860,0.155223,-20.445963,-13.298376,-33.004364,,,,,,
1478106839.51,-0.002670,0.650596,-2.337292,-0.430222,-0.464698,0.455792,-0.002125,-0.605661,-0.795720,-0.169369,-0.035101,0.505803,-21.349287,-12.361565,-32.795910,,,,,,
1478106839.53,-0.006835,0.645326,-2.325041,-0.186242,0.393354,0.428725,-0.005460,-0.601459,-0.798885,-0.208346,-0.066525,0.282207,-21.879662,-11.865168,-32.629288,,,,,,
1478106839.55,-0.003362,0.642211,-2.315322,-0.129549,0.430162,0.380884,-0.002692,-0.598968,-0.800769,0.109840,-0.115998,-0.000547,-21.777109,-11.336847,-32.884731,,,,,,
1478106839.57,-0.006576,0.639941,-2.303558,-0.133539,0.019330,0.520361,-0.005275,-0.597148,-0.802113,0.143611,-0.089924,-0.167750,-21.777109,-11.336847,-32.884731,,,,,,
1478106839.59,-0.017795,0.633436,-2.288383,-0.418694,-0.110928,0.655153,-0.014342,-0.591918,-0.805871,-0.123567,-0.104890,-0.240287,-21.648926,-10.931372,-33.105911,,,,,,
1478106839.61,-0.026039,0.624890,-2.273363,-0.394346,0.096038,0.593445,-0.021116,-0.585008,-0.810753,-0.123721,0.005830,-0.156258,-21.926285,-10.172916,-33.165070,,,,,,
1478106839.63,-0.033759,0.615571,-2.258891,-0.484378,-0.038544,0.622024,-0.027557,-0.577425,-0.815979,0.101730,-0.031889,-0.058426,-21.926285,-10.172916,-33.165070,,,,,,
1478106839.65,-0.045207,0.605769,-2.244197,-0.437015,-0.196110,0.609282,-0.037150,-0.569394,-0.821225,0.123408,0.000303,-0.008716,-22.051783,-9.345695,-33.324902,,,,,,
1478106839.67,-0.055824,0.597183,-2.230800,-0.381068,-0.083884,0.545475,-0.046138,-0.562316,-0.825635,0.101604,0.023909,0.127347,-22.379105,-8.490708,-33.335503,,,,,,
1478106839.69,-0.060163,0.590382,-2.219741,-0.262697,0.174644,0.435996,-0.049949,-0.556678,-0.829225,0.113502,0.037681,0.184358,-22.379105,-8.490708,-33.335503,,,,,,
1478106839.71,-0.060321,0.585441,-2.211321,-0.215343,0.231364,0.312491,-0.050245,-0.552567,-0.831953,0.179426,-0.014068,0.113935,-22.478432,-7.812757,-33.434311,,,,,,
1478106839.73,-0.060182,0.580627,-2.206788,-0.250742,0.058517,0.137639,-0.050289,-0.548549,-0.834605,0.156810,-0.004842,-0.050222,-22.341249,-7.369769,-33.626289,,,,,,
1478106839.75,-0.062865,0.573600,-2.205002,-0.402777,-0.173911,0.106415,-0.052769,-0.542660,-0.838293,0.140522,-0.027454,-0.102747,-22.341249,-7.369769,-33.626289,,,,,,
1478106839.77,-0.075352,0.560283,-2.198482,-0.356002,-0.179282,0.132083,-0.063770,-0.531426,-0.844701,-0.019924,0.005730,-0.013698,-22.469833,-6.805285,-33.659573,,,,,,
1478106839.79,-0.080938,0.554726,-2.195545,-0.219905,-0.221095,0.162146,-0.068726,-0.526710,-0.847262,-0.041061,0.011436,0.096896,-22.812290,-6.267777,-33.533363,,,,,,
1478106839.81,-0.086415,0.551915,-2.191330,-0.061940,-0.106665,0.200810,-0.073493,-0.524319,-0.848345,-0.011056,0.041180,0.176744,-22.812290,-6.267777,-33.533363,,,,,,
1478106839.83,-0.089594,0.552051,-2.186223,0.064150,0.019512,0.225569,-0.076183,-0.524435,-0.848036,-0.032628,0.077688,0.098982,-23.026443,-5.981831,-33.439087,,,,,,
1478106839.85,-0.091322,0.552660,-2.181194,0.022816,0.049257,0.186079,-0.077619,-0.524953,-0.847585,0.001950,0.043752,0.001027,-23.068037,-5.869905,-33.430260,,,,,,
1478106839.87,-0.080795,0.543502,-2.183957,-0.044235,0.025839,0.120944,-0.069077,-0.517137,-0.853111,0.035249,0.020891,-0.024132,-23.068037,-5.869905,-33.430260,,,,,,
1478106839.89,-0.081891,0.542168,-2.181399,-0.062327,0.023735,0.111322,-0.070069,-0.515994,-0.853721,0.034226,-0.023160,-0.022850,-22.752939,-5.513624,-33.705727,,,,,,
1478106839.91,-0.081096,0.540701,-2.179612,-0.075684,0.120293,0.055915,-0.069451,-0.514737,-0.854531,0.054116,-0.018069,0.025582,-22.752939,-5.513624,-33.705727,,,,,,
1478106839.93,-0.076680,0.538440,-2.180765,-0.170184,0.138291,-0.040147,-0.065766,-0.512797,-0.855987,-0.012618,0.040629,0.039703,-22.705196,-5.384890,-33.758690,,,,,,
1478106839.95,-0.073506,0.534774,-2.182353,-0.187328,0.107497,-0.045512,-0.063186,-0.509647,-0.858060,-0.075349,0.076389,0.035291,-22.526407,-5.273982,-33.895695,,,,,,
1478106839.97,-0.071884,0.531779,-2.183007,-0.128058,0.035181,-0.001739,-0.061904,-0.507068,-0.859680,-0.083009,0.065021,0.036423,-22.526407,-5.273982,-33.895695,,,,,,
1478106839.99,-0.086488,0.523882,-2.175427,-0.106093,-0.032685,0.059043,-0.074796,-0.500245,-0.862647,-0.063174,0.038590,-0.004204,-22.440245,-5.126389,-33.975395,,,,,,
1478106840.01,-0.085552,0.518675,-2.174557,-0.035895,-0.023128,0.113509,-0.074209,-0.495729,-0.865301,0.020956,0.065828,0.064214,-22.855938,-4.667402,-33.763790,,,,,,
1478106840.03,-0.086909,0.518435,-2.172330,0.014331,0.007424,0.089097,-0.075394,-0.495521,-0.865318,0.045853,0.067909,0.097160,-22.855938,-4.667402,-33.763790,,,,,,
1478106840.05,-0.086363,0.519057,-2.170521,0.041371,0.105048,0.067857,-0.074895,-0.496061,-0.865051,0.013234,0.021849,0.042526,-22.817373,-4.467955,-33.816814,,,,,,
1478106840.07,-0.084695,0.515792,-2.169368,0.012574,0.080595,0.043295,-0.073588,-0.493224,-0.866784,0.003032,0.018645,-0.010276,-22.775291,-4.459044,-33.846348,,,,,,
1478106840.09,-0.085172,0.516065,-2.168422,0.016300,-0.060812,0.044333,-0.073990,-0.493462,-0.866615,0.005997,0.015678,-0.000558,-19.000954,-6.759257,-31.299683,,,,,,
1478106840.11,-0.088896,0.516074,-2.167281,-0.006579,-0.192526,0.052785,-0.077217,-0.493469,-0.866329,-0.013069,-0.000076,0.024242,-19.000954,-6.759257,-31.299683,,,,,,
1478106840.13,-0.095321,0.519013,-2.164625,-0.012904,-0.157288,0.084749,-0.082643,-0.496024,-0.864367,-0.008864,-0.033945,0.030993,-19.121201,-6.740841,-31.230350,,,,,,
1478106840.15,-0.098253,0.517860,-2.162800,-0.083927,-0.068798,0.084647,-0.085233,-0.495022,-0.864690,-0.006274,-0.034946,0.031316,-19.121201,-6.740841,-31.230350,,,,,,
1478106840.17,-0.099097,0.515461,-2.161259,-0.117561,0.041828,0.070763,-0.086080,-0.492936,-0.865797,-0.025782,-0.023070,-0.012881,-19.368723,-6.736148,-31.078463,,,,,,
1478106840.19,-0.095484,0.515331,-2.161342,-0.111891,0.117183,0.045214,-0.082957,-0.492823,-0.866166,0.019466,-0.012716,0.020890,-19.381796,-6.635632,-31.091932,,,,,,
1478106840.21,-0.093241,0.513232,-2.160815,-0.095814,0.130853,0.022869,-0.081110,-0.490996,-0.867378,0.017496,-0.019335,0.038124,-19.234913,-6.591798,-31.192312,,,,,,
1478106840.23,-0.090630,0.511798,-2.160992,-0.052095,0.122032,-0.015416,-0.078909,-0.489746,-0.868287,0.119162,-0.186051,0.158433,-19.137037,-6.518110,-31.267906,,,,,,
1478106840.25,-0.083280,0.507312,-2.165164,-0.246053,0.048005,-0.083974,-0.072707,-0.485830,-0.871024,-0.048143,0.064855,-0.152215,-19.137037,-6.518110,-31.267906,,,,,,
1478106840.27,-0.083644,0.505548,-2.165445,-0.002687,-0.008615,0.052827,-0.073096,-0.484287,-0.871850,-0.084573,-0.043515,-0.097373,-18.931263,-6.398108,-31.417597,,,,,,
1478106840.29,-0.085527,0.505101,-2.163586,-0.020017,-0.056188,0.101800,-0.074755,-0.483895,-0.871927,-0.093656,-0.049415,-0.041357,-18.974316,-6.340698,-31.403261,,,,,,
,,,,,,,,,,,,,,,,37.353020,-122.034852,52.666779,1.310000,355.781250,1478106840.00
